,rxn,real_molrank,energy_molrank,max_rate
171,CH2(S) + H2O = CH2OH + H,34662009485.447,0.002166377858188623,5.7494218555441544e-09
172,C2H5 + H = C2H4 + H2,19192868381.903755,0.013446317320648686,0.00023648307047169736
173,C3H7 + H2O = C3H8 + OH,15048.913845194438,3.7510677716263174e-07,2.8471322108007915e-09
174,CH2O + O2 = HCO + HO2,102336.66277701591,1.1941329801569512e-09,14.777001631781115
175,CH + H = C + H2,1056312061806.5052,0.001451777896268264,1.0746244142326582e-14
176,HO2 + O2 = H + O2 + O2,1573596429962.3186,9.440250889802982e-12,541947.8445564855
177,HCO + OH = CO + H2O,21444397080475.63,0.08577024031070482,7.405793377886854e-08
178,CH3 + H2 = CH4 + H,4722102888.828962,0.3370054923294703,2014.8440774146868
179,H + HCCO = C2H2 + O,191829.0064203357,1.7113962896337794e-08,1.0485921444895099e-13
180,CH + CO = HCCO,86355013194.51312,0.0011961400736615012,2.278321673501466e-09
181,H2 + HCCO = CH2CO + H,52644608.85671536,0.0003222670408134243,0.0010282106491776417
182,CO + HO2 = CO2 + OH,403991030.9080893,0.2485042692435727,0.01662524215843043
183,CH2 + O2 = CO2 + H + H,210793588443.7449,0.08940954357920579,0.01573392544978865
184,HCO = CO + H,15938984610.713694,2.812833742688754e-05,0.8998311605643151
185,CH + O = CO + H,11263921631.212704,0.0014139322271909526,8.242790249683897e-18
186,CH2 + HCCO = C2H3 + CO,2093786038.219684,9.960172694384638e-05,5.860669521903548e-12
187,C3H7 + H = C3H8,10434002205.468489,0.0021352868521782534,9.991710154356952e-06
188,CH3 + CH3 = CH2(S) + CH4,2109190003.5505915,0.0010631521894950277,0.026249485023283264
189,C2H4 + H2 = C2H5 + H,5.092638841295992e-05,1.319951537010973e-17,0.00023747874840024106
190,H + HCO = CH + OH,7.044655670312757e-06,1.0420979518405063e-21,8.342044080242264e-26
191,CH3 + H = CH2 + H2,3488206662.856891,0.010597023130554366,3.094346894922371e-05
192,CH2CO + H2 = CH2CHO + H,5.657611663679673e-05,1.2538250320981566e-18,2.7280034204881638e-11
193,C2H6 + CH2(S) = C2H5 + CH3,842711765288.4321,0.015479728766628691,5.2442885563921114e-05
194,CH3O + H = CH3OH,37858781886570.47,0.05731424432738874,6.020868716499261e-10
195,CH3 + CO = C2H2 + OH,0.00016900232870554083,9.496842490231035e-14,7.903724820285328e-13
196,H2 + O = H + OH,2092039515.7269726,0.024772950352496423,0.00029299035153498593
197,CO + H2 = CH2(S) + O,9.526823644740341e-29,3.314837650840863e-43,3.1355624146009356e-31
198,H2O2 = OH + OH,426975146.40883243,1.42159694066765e-12,38.06180800863349
199,CH2O + HO2 = CH2OH + O2,1007344353.528262,2.1219934261156883e-05,0.09791891887167267
200,C2H + H2 = C2H2 + H,308256567.1959429,1.1438307241978144e-06,0.5816439854295864
201,HCO + O = CO2 + H,347166173780.57764,0.03914361874910309,9.97271863359575e-09
202,H2O + O = H + HO2,0.1535890674368768,1.6596486725838509e-13,5.336160219195645e-15
203,C2H5 + O = CH2O + CH3,6635358275.944974,0.0130957920254683,5.017761224116739e-09
204,C2H2 + CO = CH + HCCO,1.0464591336810322e-22,1.3563801455945705e-37,7.373999672185485e-23
205,C2H5 + CH2O = C3H7 + O,2.9733262754015e-07,1.843307613738198e-20,8.813621815674566e-20
206,H2O = H + OH,0.04432824645034952,1.3263277497421072e-27,5.567085265029995e-07
207,C + H2 = CH + H,3113374.9473306215,3.919488414485647e-10,1.0747339648659799e-14
208,C2H5 + CH3 = C3H8,110273966588.17859,0.06698330205111379,0.08850430183332121
209,CH2O + HO2 = CH3O + O2,35401.59183620786,7.544084786569889e-07,3.441212120558584e-06
210,C2H4 + H = C2H5,46636846271.33164,0.008739473868920109,5952.502158176075
211,C + OH = CO + H,114989313897.82208,0.00010248348456077756,4.1208588783975065e-24
212,CH3O + O = CH2O + OH,140602844180.26318,0.05582014806803247,2.518839649279473e-11
213,CH2O + H = CH3O,1607100966678.8604,0.10868491027635743,0.217453672492667
214,CH2 + CO = CH2CO,46786388794.635994,0.01722687965539258,0.0018477156205169492
215,CH2 + CO2 = CH2CO + O,0.003971881904784413,1.9793238759388415e-13,5.0193607245197305e-17
216,CH2O + OH = CH2 + HO2,2.9466789290961443e-11,3.180706205344498e-26,1.7337969752749774e-24
217,CH3O + H = CH3 + OH,22835940168408.938,0.05731424432738874,3.6317121397029004e-10
218,C2H2 + O = H + HCCO,518103500.51729864,0.004120845605199202,0.0010538533209950515
219,CH4 + O = CH3 + OH,11133541456.347786,0.0441238739643477,32.59460922054689
220,H2 = H + H,0.2019590271671684,1.7549032874964525e-24,0.13050777621583015
221,CH2CO + H = C2H3 + O,2.214653845925342e-07,4.3601598645066846e-23,3.373087187256795e-21
222,CH2O + H = CH2 + OH,0.03935084117721728,1.6814297476279202e-18,5.3244849621022386e-15
223,H2O + O = OH + OH,135540260.4337491,1.8722998429374023e-05,4.709088725493057e-06
224,H + HCO = CH2 + O,2.6202409628044493e-06,5.334454773110084e-22,3.1028011354316093e-26
225,C2H3 + O = CH2CO + H,4726000135.394373,0.0008653089752871162,9.11474469749092e-11
226,CH3OH + O = CH2OH + OH,13724866662.886787,0.034017039731954905,4.459081823191769e-06
227,H2O2 + OH = H2O + HO2,9878330100.342844,0.18482933146542752,2.8451403791815553e-07
228,CH2CHO + H = C2H4 + O,691075.1308385426,7.563292335534974e-07,2.1974684197310427e-15
229,H + HCO = CO + H2,27517294913868.31,0.04019134678951286,3.2585054243016603e-07
230,H2O + OH = H + H2O2,0.00027120379853187276,1.7244288045087372e-16,1.115407288156591e-18
231,C2H2 + H2 = C2H3 + H,0.00017751010451532372,5.052087198744819e-18,0.004005169813265369
232,HCCO = CH + CO,4612.760737746596,7.973243080424158e-20,2.4823844029390407e-06
233,C2H6 = CH3 + CH3,3027.449024115693,2.6109091404416587e-21,12.579557673278746
234,CH3O + H2O = CH3OH + OH,2936042186.9866676,4.827242407564387e-05,2.3159498797829965e-09
235,CH2 + CH2 = C2H2 + H + H,61331200653.97539,0.08940954357920579,5.190334457619683e-13
236,H2 + H2O = H + H + H2O,3.756444820090299,8.64514373696453e-25,9.306612655359921e-06
237,CH3 = CH2 + H,0.09901098414541694,2.748927513084111e-25,3.437568498791032e-07
238,C2H5 + CH3 = C2H6 + CH2(S),2224185.1387990145,4.762381348908677e-06,1.7850990487410092e-06
239,CO + HCO = C2H + O2,1.0022398543968366e-21,1.237307111382566e-35,1.0287111517312238e-34
240,C2H + OH = C2H2 + O,6389230114.826942,1.973212263552556e-06,3.039571288703266e-14
241,H2O2 + O2 = HO2 + HO2,61.289273085605785,1.7216498060700636e-09,4.610146790263007e-06
242,CH3O + OH = CH2O + H2O,2605504322392.4443,0.1223113157897281,5.4769238881386386e-11
243,H + H2O2 = H2O + OH,8745298063.625624,0.08660975801036293,2.142598549383396e-07
244,CH2(S) + H = CH + H2,1912997439569.3486,0.01477007911916557,1.8358168401770723e-11
245,H2 + OH = H + H2O,483864798267.98975,0.14437029679894398,0.007854030026921298
246,C2H3 + H = C2H4,174011060512.18994,0.0008884700550747976,0.004545146396726659
247,C2H4 + CH3 = C3H7,104416852.78630534,0.04353599606270861,949.8977016198444
248,CO2 = CO + O,2.1741776985705268e-11,1.4236300796056178e-29,4.440981347321408e-14
249,CH2CHO + H2 = CH3CHO + H,2121079.582242977,2.473229488732175e-05,2.1734588265608508e-07
250,C2H3 + O2 = CH2CHO + O,13455100064.029366,0.003799285356535206,0.07425820418962327
251,C2H2 + H = C + CH3,1.3811115204288325e-09,1.4566722606216966e-24,1.3214134996354523e-15
252,CH2OH + H2O = CH3OH + OH,1092022.7152052303,3.484060225162183e-07,2.0309520741384663e-12
253,CH2 + CH4 = CH3 + CH3,2963546198.803474,0.08940954357920579,0.030920218270872903
254,H2 + HCO = CH2O + H,21606665.566190496,1.603792279149292e-05,3.793423004114665e-06
255,CH + OH = H + HCO,219717023494.3014,0.0030981628879674507,1.8926664512363413e-17
256,CH2O + H2O = CH3O + OH,5.630038607984747e-09,1.05992193593529e-22,1.901875902934336e-17
257,H + O2 = O + OH,41203136732.444016,5.815304295430881e-05,7.790808887049063
258,HO2 + OH = H2O2 + O,174478031.80551958,0.00030521755752318245,2.292388971642341e-08
259,CH2 + HO2 = CH2O + OH,2619413837430.225,0.11531743933852848,7.093080486930748e-08
260,C2H5 + OH = C2H6 + O,85841140.85070507,0.011539030963341461,7.843134725517913e-12
261,C2H4 = C2H2 + H2,2.0135866036946662e-07,6.539180284085878e-12,3.029396688753748e-06
262,CH2CO + H = C2H2 + OH,17243.6858186483,1.6984667966269106e-08,2.6263452323702355e-10
263,CO + H = HCO,2029727.3772843361,0.04505714017579933,0.00013882580804055303
264,CH + CH3 = C2H3 + H,234035082303.16595,0.007232082585730346,1.3471748508831675e-12
265,CH3 + HO2 = CH3O + OH,66113086726167.01,1.5025024557321893,92.04659056200008
266,C3H7 + OH = C2H5 + CH2OH,7962219808.81786,0.004556803418476264,5.661441674392195e-12
267,C3H7 + H2O2 = C3H8 + HO2,55304.370704733854,0.0033817483647133055,2.3959759455440316e-14
268,CH2CHO = CH2CO + H,6680899218.065198,1.8453003822525224e-11,0.07627134996549875
269,C2H + H = C + CH2,4.695847724208105e-07,1.9239283718240512e-23,6.78679123733939e-23
270,C2H2 + OH = CH2CO + H,42193814.82200561,0.009029464549680807,3.4577977825495227e-06
271,CH3OH + H = CH2OH + H2,504421261688.14386,0.034927548456438105,4.840111759854795e-05
272,C2H4 + O = CH2CHO + H,536524345.7383326,0.008511648912497267,0.0005311140140225198
273,CH4 + CO = CH3 + HCO,1.5895614891053703e-05,3.679759604835758e-21,7.912314358776004e-08
274,CH2OH + O2 = CH2O + HO2,1223447710591.2349,0.049756028552558645,0.09845111468451816
275,CH3OH = CH2(S) + H2O,388.2144266096393,4.0631690960327975e-22,0.0001460348057380594
276,CH3O + O = CH3 + O2,684657496034.5543,0.05582014806803247,1.2265345393562943e-10
277,OH = H + O,0.30827246898986294,8.051739184844719e-24,1.0515396488902868e-10
278,OH + OH = H2O2,5567799388458.511,0.49905102129278406,6.279387179880658e-07
279,CH + CO2 = CO + HCO,1828674.6334276057,0.0008075678845008687,1.870932167035234e-14
280,C3H8 = C3H7 + H,0.002577900941408325,3.278932684088811e-25,9.997236144012521e-06
281,CH2 + CH3 = C2H4 + H,3192836729846.7495,0.10415687853418917,3.68803887540111e-05
282,CH3 + HCO = C2H4 + O,17915.59782510154,2.1073958250348243e-07,1.4541537134150053e-12
283,C2H6 = C2H5 + H,12.837888164658002,9.833412120746142e-24,0.05334357516311611
284,CH + H2O = CH2 + OH,8336626.787244507,2.6124434599640616e-07,1.7120734728664607e-16
285,CH2CHO + O2 = HCO + HCO + OH,24234905.95723951,1.3584790406714308e-08,7.691456920896147e-06
286,HCO + O = CH + O2,0.00011730128683248059,4.081364589254605e-18,3.369604579271036e-24
287,CO + H2 = CH2O,4.783057925562415e-07,0.055738546904134205,1.5742473270755498e-09
288,C2H2 = C2H + H,3.6213750285769124e-09,7.064167981609883e-32,9.433508937496222e-07
289,CH4 + HO2 = CH3 + H2O2,92244436.47066118,0.00011848650920544195,37.21476559137647
290,CH3 + CO = CH2CO + H,1096.3702791984388,8.236104720285985e-09,5.127390287634395e-06
291,C2H6 + O = C2H5 + OH,16372704748.385042,0.055820111662970136,0.012347680928427572
292,CH2O + OH = H2O + HCO,8152404439231.299,0.2319387534180104,0.47967947978279185
